2018rank,City,State,2018estimate,2010Census,2016 land area (sq mi),2016 population density (sq mi),Zhvi,Median Income,Cost Score,Cost Rank
286,Daly City,California,107008,101123,7.6,14009.0,962500,71805.0,13.404359027922846,9.0
287,Meridian,Idaho,106804,75092,29.8,3584.0,322000,52225.0,6.165629487793202,81.0
288,Lewisville,Texas,106586,95290,36.7,2852.0,271400,59206.0,4.583994865385265,140.0
289,Davie,Florida,106558,91992,34.9,2919.0,340800,52594.0,6.479826596189679,70.0
290,West Covina,California,106311,106098,16.0,6740.0,561800,71805.0,7.823967690272265,43.0
291,League City,Texas,106244,83560,51.2,1992.0,265700,59206.0,4.487720839104145,146.0
292,Tyler,Texas,105729,96900,56.6,1852.0,144000,59206.0,2.432185927101983,266.0
293,Norwalk,California,105120,105549,9.7,10946.0,482800,71805.0,6.723765754473923,65.0
294,San Mateo,California,105025,97207,12.1,8592.0,1385800,71805.0,19.299491678852448,2.0
295,Green Bay,Wisconsin,104879,104057,45.4,2316.0,142700,59305.0,2.4062052103532587,270.0
296,Wichita Falls,Texas,104576,104553,72.2,1450.0,94400,59206.0,1.5944329966557445,305.0
297,Sparks,Nevada,104246,90264,35.9,2810.0,342400,58003.0,5.903142940882368,93.0
298,Lakewood,New Jersey,104157,92843,24.7,4079.0,322600,80088.0,4.02806912396364,173.0
299,Burbank,California,103695,103340,17.4,6003.0,825900,71805.0,11.501984541466472,15.0
299,Burbank,California,103695,103340,17.4,6003.0,992200,71805.0,13.817979249355895,8.0
300,Rialto,California,103440,99171,22.3,4633.0,364000,71805.0,5.069284868741731,124.0
301,Allen,Texas,103383,84246,27.1,3715.0,317000,59206.0,5.3541870756342265,112.0
302,El Cajon,California,103241,99478,14.5,7156.0,513400,71805.0,7.149919922011002,56.0
303,Las Cruces,New Mexico,102926,97618,76.9,1323.0,172800,46744.0,3.696731131268184,188.0
304,Renton,Washington,102153,90927,23.4,4314.0,462100,70979.0,6.5103763084856086,69.0
305,Davenport,Iowa,102085,99685,62.9,1631.0,127800,58570.0,2.182004439132662,286.0
306,South Bend,Indiana,101860,101168,41.4,2457.0,208700,54181.0,3.851903803916502,180.0
307,Vista,California,101224,93834,18.7,5436.0,541000,71805.0,7.534294269201309,48.0
308,Tuscaloosa,Alabama,101113,90468,71.7,1399.0,149000,48123.0,3.096232570704237,230.0
309,Clinton,Michigan,100800,96796,28.1,3573.0,148800,54909.0,2.709938261487188,248.0
310,Edison,New Jersey,100693,99967,30.1,3389.0,385400,80088.0,4.812206572769953,128.0
311,Woodbridge,New Jersey,100450,99585,23.3,4351.0,288000,80088.0,3.596044351213665,194.0
312,San Angelo,Texas,100215,93200,59.9,1681.0,136600,59206.0,2.3071985947370197,276.0
313,Kenosha,Wisconsin,100164,99218,28.0,3577.0,161600,59305.0,2.7248967203439847,246.0
314,Vacaville,California,100154,92428,29.0,3449.0,454800,71805.0,6.333820764570713,75.0
